country_of_bean_origin,cocoa_percent,rating_category,rating,counts_of_ingredients,cocoa_butter,vanilla,lecithin,salt,sugar,first_taste,second_taste,third_taste,fourth_taste,number_of_taste
Peru,68.0,1,3.25,3,1,0,0,0,1,burnt black licorice,intense,no taste,no taste,2
Papua new guinea,73.0,1,3.25,3,1,0,0,0,1,savory lemon,ham,no taste,no taste,2
Mexico,74.0,0,3.0,3,1,0,0,0,1,dried fig,earthy,dirty,no taste,3
Venezuela,70.0,0,3.0,3,1,0,0,0,1,rustic,sugar dominates,no taste,no taste,2
Peru,70.0,1,3.75,3,1,0,0,0,1,sweet,spicy,no taste,no taste,2
Dominican republic,70.0,1,3.25,3,1,0,0,0,1,rustic,large unground pieces,no taste,no taste,2
Madagascar,70.0,1,3.25,3,1,0,0,0,1,rustic,bright fruit,no taste,no taste,2
Madagascar,70.0,1,3.5,3,1,0,0,0,1,light color,sandy,fruity,no taste,3
Madagascar,70.0,1,3.5,3,1,0,0,0,1,dark color,sandy,fruity,no taste,3
Nicaragua,70.0,1,3.25,3,1,0,0,0,1,sour milk,hot cocoa,no taste,no taste,2
Cuba,70.0,1,3.75,3,1,0,0,0,1,sandy,banana,no taste,no taste,2
Venezuela,70.0,1,3.5,3,1,0,0,0,1,sandy,earthy,spice,nutty,4
Ecuador,70.0,1,3.75,3,1,0,0,0,1,coarse,spicy cinnamon,no taste,no taste,2
Brazil,70.0,1,3.5,3,1,0,0,0,1,rustic,earthy,tea,no taste,3
Ecuador,70.0,1,3.25,3,1,0,0,0,1,sweet,brownie,sour,no taste,3
Madagascar,70.0,1,3.25,3,1,0,0,0,1,sour orange,fatty,no taste,no taste,2
Vietnam,70.0,1,3.25,3,1,0,0,0,1,smokey,mild citrus,no taste,no taste,2
Peru,70.0,0,3.0,4,1,1,0,0,1,vanilla,fatty,vegetal,mint,4
Costa rica,70.0,0,2.75,4,1,1,0,0,1,licorice,dried fruit,burnt fuel,no taste,3
Dominican republic,70.0,0,2.75,4,1,1,0,0,1,oily,cardboard,sour,no taste,3
Mexico,70.0,0,2.5,4,1,1,0,0,1,vanilla,fuel,earthy,no taste,3
Colombia,70.0,0,3.0,5,1,1,1,0,1,flat,smoke,marshmallow,no taste,3
Trinidad,77.0,0,2.75,4,1,0,1,0,1,intense,grassy,smokey,no taste,3
Vietnam,75.0,0,3.0,3,1,0,0,0,1,intense cocoa,fatty,sticky,no taste,3
Vietnam,70.0,0,2.75,3,1,0,0,0,1,cocoa,sweet,fatty,cardboard,4
Suriname,70.0,1,3.25,2,0,0,0,0,1,earthy,floral,dry,no taste,3
Peru,75.0,1,4.0,3,1,0,0,0,1,fig,no taste,no taste,no taste,1
Peru,75.0,1,3.25,3,1,0,0,0,1,blackberry,dirt,high roast,no taste,3
Venezuela,75.0,0,3.0,4,1,1,0,0,1,vanilla,fatty,no taste,no taste,2
Mexico,70.0,1,3.25,3,1,0,0,0,1,nutty,fruit,sour,floral,4
Nicaragua,72.0,0,3.0,3,1,0,0,0,1,nutty,off,roasty,fatty,4
Dominican republic,70.0,0,3.0,3,1,0,0,0,1,sandy,sour banana,sweet,no taste,3
Mexico,75.0,0,2.75,3,1,0,0,0,1,rustic,sweet,earthy,no taste,3
Belize,68.0,0,3.0,3,1,0,0,0,1,coarse,watering,sweet,no taste,3
Madagascar,70.0,0,2.75,5,1,1,1,0,1,dry,red berry,off note,no taste,3
Ghana,70.0,0,2.5,5,1,1,1,0,1,gritty,sweet,swiss miss,vanilla,4
Peru,70.0,0,2.5,5,1,1,1,0,1,tangy,off,musty,sour,4
Peru,70.0,0,2.5,5,1,1,1,0,1,dry,musty,flat,no taste,3
Blend,68.0,0,3.0,5,1,1,1,0,1,nutty,candy-like,no taste,no taste,2
Dominican republic,70.0,1,3.5,4,1,1,0,0,1,molasses,caramel,no taste,no taste,2
Brazil,70.0,1,3.5,3,1,0,0,0,1,honey,pepper,charcoal,no taste,3
Ecuador,70.0,1,3.25,4,1,1,0,0,1,gritty,rum,molasses,no taste,3
Ecuador,70.0,1,3.25,3,1,0,0,0,1,molasses,fruit,floral,no taste,3
Mexico,70.0,1,3.25,3,1,0,0,0,1,molasses,caramel,no taste,no taste,2
Bolivia,67.0,1,3.25,3,1,0,0,0,1,green apple,sweet,no taste,no taste,2
Blend,70.0,0,3.0,4,1,1,0,0,1,molasses,caramel,spice,no taste,3
Papua new guinea,70.0,0,3.0,4,1,1,0,0,1,molasses,caramel,fruity,no taste,3
Madagascar,70.0,0,3.0,3,1,0,0,0,1,sticky,caramel,no taste,no taste,2
Venezuela,80.0,0,3.0,4,1,1,0,0,1,earthy,savory,hammy,no taste,3
Madagascar,70.0,0,2.75,4,1,1,0,0,1,molasses,off notes,no taste,no taste,2
Bolivia,70.0,0,2.75,3,1,0,0,0,1,candy,peanut butter,caramel,no taste,3
Brazil,70.0,0,2.75,3,1,0,0,0,1,flat,cardboard,metallic,no taste,3
Peru,70.0,0,2.0,4,1,1,0,0,1,perfume,chemical,soapy,no taste,3
Madagascar,67.0,1,3.75,2,0,0,0,0,1,sweet,rich,tannic,fruity,4
Uganda,73.0,1,3.75,2,0,0,0,0,1,creamy,almond,butter,no taste,3
Ecuador,77.0,1,3.25,2,0,0,0,0,1,intense,mild coffee and rum,no taste,no taste,2
Belize,70.0,1,3.75,2,0,0,0,0,1,nutty,raspberry,metallic,no taste,3
Madagascar,70.0,1,3.75,2,0,0,0,0,1,bright fruit,mild sour,no taste,no taste,2
Guatemala,70.0,1,3.75,3,1,0,0,0,1,walnuts,cocoa,easy melt,no taste,3
Dominican republic,70.0,1,3.5,3,1,0,0,0,1,spicy,black pepper,bold,no taste,3
Ecuador,70.0,1,3.25,2,0,0,0,0,1,floral,earthy,bourbon,no taste,3
Peru,70.0,0,2.75,2,0,0,0,0,1,spicy,black pepper,intense,no taste,3
Bolivia,77.0,1,3.25,3,1,0,0,0,1,muted,roasted banana,no taste,no taste,2
Belize,77.0,0,3.0,3,1,0,0,0,1,berries,licorice,cocoa,bitter,4
Haiti,72.0,0,2.75,3,1,0,0,0,1,harsh,tobacco,no taste,no taste,2
Peru,70.0,0,3.0,3,1,0,0,0,1,sandy,sweet,raisins,no taste,3
Madagascar,65.0,1,3.5,3,1,0,0,0,1,sandy,sweet,blueberry,no taste,3
Blend,75.0,0,3.0,3,1,0,0,0,1,sandy,sweet,fruity,no taste,3
Ivory coast,75.0,0,2.5,4,1,1,0,0,1,dry,gritty,hint of fruit,sour,4
Congo,65.0,1,3.25,4,1,1,0,0,1,sweet,vanilla,cocoa,no taste,3
Peru,70.0,1,3.25,2,0,0,0,0,1,peanut butter,sour milk,no taste,no taste,2
Ecuador,70.0,1,3.5,2,0,0,0,0,1,pure,bold,floral,no taste,3
Colombia,70.0,1,3.25,3,0,0,1,0,1,spicy,marshmallow,no taste,no taste,2
Colombia,70.0,0,3.0,3,0,0,1,0,1,floral,vegetal,no taste,no taste,2
Belize,72.0,1,3.75,3,1,0,0,0,1,bright fruit,cashew,no taste,no taste,2
Tanzania,71.0,0,2.75,2,0,0,0,0,1,bland,mild honey,sour,no taste,3
Dominican republic,74.0,0,3.0,3,1,0,0,0,1,pronounced fruit,sour,no taste,no taste,2
Venezuela,72.0,0,2.75,3,1,0,0,0,1,peanut butter,soapy,no taste,no taste,2
Bolivia,77.0,0,3.0,3,1,0,0,0,1,sandy,sweet,no taste,no taste,2
Belize,70.0,1,3.5,3,1,0,0,0,1,honey,caramel,no taste,no taste,2
Bolivia,70.0,0,3.0,3,1,0,0,0,1,spicy,cocoa,sweet,no taste,3
Haiti,70.0,0,2.75,3,1,0,0,0,1,metallic,astringent,no taste,no taste,2
Colombia,70.0,0,2.75,3,1,0,0,0,1,dull,chewy,sweet,no taste,3
Ecuador,70.0,1,3.5,2,0,0,0,0,1,nutty,floral,no taste,no taste,2
Dominican republic,72.0,0,3.0,2,0,0,0,0,1,baked,roasty,coffee,no taste,3
Peru,70.0,1,3.5,3,1,0,0,0,1,sweet,pungent grape,acidic,no taste,3
Peru,73.0,0,3.0,3,1,0,0,0,1,powdery,complex,rubber,no taste,3
Peru,70.0,0,3.0,2,0,0,0,0,1,very sandy,spicey,sweet,no taste,3
Vietnam,70.0,0,2.75,2,0,0,0,0,1,tart,sweet,sour,savory,4
Honduras,70.0,0,2.75,2,0,0,0,0,1,woody,sweet,unrefined,no taste,3
Dominican republic,73.0,0,2.75,2,0,0,0,0,1,roasty,woody,rubber off,no taste,3
Dominican republic,68.0,1,3.25,2,0,0,0,0,1,roasty,sligt burnt,red fruit,no taste,3
Bolivia,75.0,0,2.5,2,0,0,0,0,1,roasty,bitter,caramel,dairy,4
Madagascar,75.0,1,3.5,2,0,0,0,0,1,intense,red berry,no taste,no taste,2
Ecuador,75.0,1,3.5,2,0,0,0,0,1,intense,floral,no taste,no taste,2
Dominican republic,75.0,0,2.75,2,0,0,0,0,1,spicy,sour,off note,no taste,3
Tanzania,75.0,1,3.25,2,0,0,0,0,1,dry,floral,woody,no taste,3
Guatemala,75.0,1,3.25,2,0,0,0,0,1,dry,coarse,sour,no taste,3
Tanzania,75.0,0,3.0,2,0,0,0,0,1,dry,coarse,sweet,earthy,4
Dominican republic,75.0,0,2.75,2,0,0,0,0,1,dry,coarse,hay,off,4
Dominican republic,70.0,0,3.0,2,0,0,0,0,1,tart,tangy,mild cocoa,no taste,3
Nicaragua,74.0,0,2.75,2,0,0,0,0,1,creamy,woody,green,rubber,4
Tanzania,72.0,1,3.25,2,0,0,0,0,1,sandy,sweet,peach,no taste,3
Madagascar,72.0,0,3.0,2,0,0,0,0,1,sweet,acidic,tart,no taste,3
Venezuela,65.0,1,3.25,4,1,1,0,0,1,intense,nutty,mild rubber,no taste,3
Colombia,70.0,1,3.75,3,1,0,0,0,1,spice,melon,nutty,no taste,3
Nicaragua,70.0,1,3.75,3,1,0,0,0,1,roasty cocoa,no taste,no taste,no taste,1
Belize,74.0,1,3.5,3,1,0,0,0,1,roasted strawberry,bold,no taste,no taste,2
Blend,70.0,1,3.75,5,1,1,1,0,1,subtle,smooth,earthy,long,4
Madagascar,64.0,1,3.5,5,1,1,1,0,1,red berry,rich cocoa,no taste,no taste,2
Blend,66.0,0,3.0,5,1,1,1,0,1,slight bitter,woody,no taste,no taste,2
Venezuela,64.0,0,3.0,5,1,1,1,0,1,modest,creamy,cocoa,no taste,3
Trinidad,64.0,0,2.5,5,1,1,1,0,1,nutty,vegetal,sweet,no taste,3
Madagascar,64.0,1,4.0,5,1,1,1,0,1,creamy,blueberry,raspberry,no taste,3
Venezuela,65.0,1,3.75,5,1,1,1,0,1,sandy,vegetal,cocoa,no taste,3
Venezuela,64.0,1,3.25,5,1,1,1,0,1,creamy,cherry,no taste,no taste,2
Blend,72.0,0,3.0,5,1,1,1,0,1,creamy,rich,licorice,no taste,3
Blend,71.0,0,2.75,5,1,1,1,0,1,nutty and bitter dominate,no taste,no taste,no taste,1
Dominican republic,64.0,1,3.75,5,1,1,1,0,1,cocoa dominates,woodsy,no taste,no taste,2
Ecuador,66.0,1,3.75,5,1,1,1,0,1,rich cocoa,hot spice,no taste,no taste,2
Ghana,68.0,1,3.5,5,1,1,1,0,1,creamy,cocoa,bread,no taste,3
Venezuela,64.0,1,4.0,5,1,1,1,0,1,creamy,honey,peanut butter,no taste,3
Venezuela,69.0,1,4.0,5,1,1,1,0,1,green,unripened fruit,banana,no taste,3
Blend,70.0,1,3.5,5,1,1,1,0,1,yogurt,lemon,licorice,no taste,3
Dominican republic,64.0,1,3.5,5,1,1,1,0,1,complex,herbs,fruit,dairy,4
Madagascar,72.0,0,2.75,3,1,0,0,0,1,fatty,bland,very astringent,no taste,3
Madagascar,76.0,0,2.75,4,1,1,0,0,1,fatty,sour,spoiled,no taste,3
Madagascar,80.0,0,2.75,4,1,1,0,0,1,fatty,bitter,sour,no taste,3
Bolivia,70.0,1,3.25,2,0,0,0,0,1,peanut butter,coffee,mint,no taste,3
Bolivia,70.0,1,3.25,2,0,0,0,0,1,complex,nibs too soft,no taste,no taste,2
Dominican republic,70.0,1,3.25,2,0,0,0,0,1,dark berry,roasty,no taste,no taste,2
Guatemala,70.0,0,3.0,2,0,0,0,0,1,earthy,sour,intense,no taste,3
Bolivia,70.0,0,2.75,2,0,0,0,0,1,smokey,earthy,nutty,no taste,3
Blend,70.0,1,3.25,3,1,0,0,0,1,sweet,fruity,heavy roast,no taste,3
Trinidad,75.0,1,3.5,3,1,0,0,0,1,spicy,roasty,acidic,dairy,4
Ecuador,75.0,1,3.5,3,1,0,0,0,1,spicy,nutmeg,brownie,no taste,3
Vietnam,70.0,1,3.5,4,1,0,1,0,1,spicy,dairy,no taste,no taste,2
Peru,75.0,0,3.0,3,1,0,0,0,1,sandy,sweet,nutty,no taste,3
Ecuador,65.0,0,3.0,3,1,0,0,0,1,sticky,cocoa,earthy,no taste,3
Peru,77.0,1,3.25,2,0,0,0,0,1,chalky,peach,bland,no taste,3
Belize,77.0,0,3.0,2,0,0,0,0,1,mild metallic,brownie,earth,no taste,3
Venezuela,77.0,0,3.0,2,0,0,0,0,1,intense,mild bitter,roasty,no taste,3
Madagascar,77.0,0,2.75,2,0,0,0,0,1,intense,tart,sour,raisin,4
Guatemala,77.0,0,2.75,2,0,0,0,0,1,creamy,cocoa,pungent,no taste,3
Dominican republic,70.0,0,3.0,5,1,1,1,0,1,sweet,simple,cocoa,no taste,3
Peru,70.0,0,2.5,5,1,1,1,0,1,pungent,metallic,no taste,no taste,2
Venezuela,70.0,0,2.5,5,1,1,1,0,1,nutty,off notes,no taste,no taste,2
Bolivia,70.0,0,2.5,5,1,1,1,0,1,earthy,vanilla,no taste,no taste,2
Haiti,70.0,0,2.5,5,1,1,1,0,1,vanilla,late cocoa notes,no taste,no taste,2
Dominican republic,70.0,1,3.5,2,0,0,0,0,0,dry,rich,roasty,no taste,3
Peru,70.0,1,3.5,2,0,0,0,0,0,grapes,pungent,no taste,no taste,2
Samoa,77.0,0,3.0,2,0,0,0,0,1,earthy,roasty,no taste,no taste,2
Tanzania,68.0,0,3.0,3,1,0,0,0,1,nuts,fruit,poor aftertaste,no taste,3
Bolivia,72.0,0,3.0,3,1,0,0,0,1,creamy,fruit,poor aftertaste,no taste,3
Peru,75.0,1,3.25,3,1,0,0,0,1,sandy,sweet,coffee,no taste,3
Peru,75.0,0,2.75,3,1,0,0,0,1,mild,metallic,no taste,no taste,2
Peru,75.0,0,2.5,3,1,0,0,0,1,light color,grit,metallic,no taste,3
Venezuela,72.0,1,3.25,3,1,0,0,0,1,creamy,earthy,nutty,no taste,3
Peru,70.0,0,3.0,3,1,0,0,0,1,sandy,rich,earthy,no taste,3
Indonesia,69.0,1,3.75,3,1,0,0,0,1,smokey,fruity,sour,no taste,3
Venezuela,72.0,1,3.5,3,1,0,0,0,1,dry,nutty,cocoa,no taste,3
Madagascar,71.0,0,3.0,3,1,0,0,0,1,dry,mild fruit,no taste,no taste,2
Colombia,70.0,1,4.0,3,1,0,0,0,1,rich cocoa,spicy,cinamon,no taste,3
Ghana,75.0,1,3.75,3,1,0,0,0,1,strong malt,choco pudding,no taste,no taste,2
Bolivia,76.0,1,3.5,3,1,0,0,0,1,nutty,fig,short length,no taste,3
Venezuela,74.0,0,3.0,3,1,0,0,0,1,nutty,rubber,no taste,no taste,2
Venezuela,70.0,1,3.5,3,1,0,0,0,1,intense,creamy,nutty,no taste,3
Belize,68.0,1,3.25,3,1,0,0,0,1,flat,molasses,creamy,no taste,3
Venezuela,70.0,1,4.0,2,0,0,0,0,1,nutty,tart,coffee,no taste,3
Dominican republic,70.0,1,3.5,2,0,0,0,0,1,brownie,fruit,fudge,no taste,3
Madagascar,70.0,1,3.25,3,1,0,0,0,1,melon,no taste,no taste,no taste,1
Costa rica,70.0,0,3.0,2,0,0,0,0,1,roasty,metallic,coffee,no taste,3
Ecuador,70.0,0,2.5,2,0,0,0,0,1,mild fruit,chemical off,no taste,no taste,2
Trinidad,70.0,1,3.5,2,0,0,0,0,1,creamy,woody,mild metallic,no taste,3
Ecuador,70.0,1,3.25,2,0,0,0,0,1,intense,bourbon,no taste,no taste,2
Peru,70.0,0,3.0,2,0,0,0,0,1,sandy,intense,mild nutty,no taste,3
Dominican republic,66.0,0,3.0,5,1,0,1,1,1,salt noticeable,vanilla,no taste,no taste,2
El salvador,70.0,1,3.25,4,1,0,1,0,1,nutty,basic cocoa,no taste,no taste,2
El salvador,75.0,0,3.0,4,1,0,1,0,1,coarse,sweet,candy,licorice,4
El salvador,65.0,0,2.75,4,1,0,1,0,1,overly sweet,dirty,no taste,no taste,2
Madagascar,70.0,0,2.75,2,0,0,0,0,1,sour milk,molasses,sweet,no taste,3
Dominican republic,70.0,0,2.5,2,0,0,0,0,1,spciy,cardamom,off flavor,no taste,3
Belize,70.0,1,3.5,3,1,0,0,0,1,rich base cocoa,sweet,no taste,no taste,2
Dominican republic,70.0,1,3.25,3,1,0,0,0,1,nutty,earthy,hammy,no taste,3
Madagascar,70.0,1,3.25,3,1,0,0,0,1,sandy,mild sour,mild fruit,no taste,3
Peru,70.0,1,3.25,3,1,0,0,0,1,sandy,nutty,mocha,no taste,3
Papua new guinea,70.0,0,3.0,3,1,0,0,0,1,heavy smoke,fruit,ham,no taste,3
Madagascar,70.0,1,3.5,3,1,0,0,0,1,sticky,mellow choco,dairy,no taste,3
Tanzania,70.0,1,3.5,3,1,0,0,0,1,smoke,tart,burnt cocoa,no taste,3
Trinidad,78.0,1,3.5,2,0,0,0,0,1,tobacco,over roasted,no taste,no taste,2
Ecuador,70.0,0,2.75,3,1,0,0,0,1,sticky,off notes of rubber,no taste,no taste,2
Bolivia,72.0,1,3.75,4,1,0,1,0,1,intense prune and berry,no taste,no taste,no taste,1
Bolivia,68.0,1,3.5,4,1,0,1,0,1,oily,honey,light rum,no taste,3
Papua new guinea,66.0,1,3.5,4,1,0,1,0,1,toffee,caramel,butterscotch,no taste,3
Solomon islands,78.0,1,3.75,4,1,0,1,0,1,smokey,dried fruit,balanced,no taste,3
Blend,65.0,1,3.25,5,1,1,1,0,1,oily,sweet,choco,nutty,4
Nicaragua,70.0,1,3.75,3,1,0,0,0,1,large grits,sweet,dried fruit,no taste,3
Nicaragua,75.0,1,3.25,3,1,0,0,0,1,sandy,basic cocoa,no taste,no taste,2
Nicaragua,72.0,0,3.0,3,1,0,0,0,1,intense earthy,no taste,no taste,no taste,1
Dr congo,68.0,0,3.0,3,1,0,0,0,0,fatty,herbal,earthy,no taste,3
Brazil,65.0,0,3.0,4,1,0,0,1,0,woody,butterscotch,no taste,no taste,2
Peru,70.0,1,3.75,4,1,0,0,1,0,creamy,fatty,mild nutty,no taste,3
India,65.0,1,3.5,4,1,0,0,1,0,creamy,masculine,earthy,no taste,3
Congo,65.0,0,3.0,4,1,0,0,1,0,dairy,salt,caramel,no taste,3
Dominican republic,70.0,1,3.75,4,1,0,0,1,0,strawberry,Cadbury egg,no taste,no taste,2
Panama,72.0,1,3.5,4,1,0,0,1,0,oily,earthy,caramel,salty,4
Blend,65.0,1,3.5,4,1,0,0,1,0,dairy,burnt caramel,coffee,no taste,3
Peru,70.0,1,3.5,4,1,0,0,1,0,butterscotch,pepper,no taste,no taste,2
Congo,68.0,1,3.25,4,1,0,0,1,0,creamy,caramel,salt,sweet,4
Peru,70.0,0,3.0,4,1,0,0,1,0,woody,toast,pepper,no taste,3
Ecuador,75.0,0,3.0,4,1,0,0,1,0,creamy,nutty,bready,no taste,3
Papua new guinea,75.0,0,3.0,4,1,0,0,1,0,hint of smoke,fruit,no taste,no taste,2
Blend,80.0,0,2.75,4,1,0,0,1,0,waxy,cloying,vegetal,no taste,3
Colombia,75.0,1,3.75,3,1,0,0,0,1,strong nutty,marshmallow,no taste,no taste,2
Belize,72.0,1,3.5,3,1,0,0,0,1,muted,roasty,accessible,no taste,3
Congo,70.0,1,3.25,3,1,0,0,0,1,fatty,mild nuts,mild fruit,no taste,3
Blend,75.0,0,3.0,3,1,0,0,0,1,fatty,earthy,cocoa,no taste,3
